effect_id,key,source_sheet,source_row,extraction_type,design,response_class,response_var,survival_scale,link,baseline_survival,beta_is_derived,treatment,control,species,sign,treatment_control_flag,response_flag,response_dir,notes,bmp,paper,region,species_group,analysis_class,species_include,xbar_e,xbar_c,n_e,n_c,sd_e,sd_c,se_e,se_c,lcl_e,lcl_c,ucl_e,ucl_c,df_e,df_c
md_1101,ECUBV53L,mean_diff,1177,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,bobolink,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,obligate,TRUE,0,25.7435,5,5,,,0,8.7332,,,,,,
md_1102,ECUBV53L,mean_diff,1178,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,brown_headed_cowbird,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,24.0903,31.1895,5,5,,,7.0958,7.0959,,,,,,
md_1103,ECUBV53L,mean_diff,1179,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,red_winged_blackbird,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,19.4383,34.1796,5,5,,,7.6416,14.1915,,,,,,
md_1104,ECUBV53L,mean_diff,1180,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,sedge_wren,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,obligate,TRUE,20.7906,7.1473,5,5,,,5.7311,3.8208,,,,,,
md_1105,ECUBV53L,mean_diff,1181,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,mourning_dove,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,7.9506,8.2266,5,5,,,1.9104,3.5479,,,,,,
md_1106,ECUBV53L,mean_diff,1182,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,northern_bobwhite,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,9.3031,7.1227,5,5,,,6.823,3.0021,,,,,,
md_1107,ECUBV53L,mean_diff,1183,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,meadowlark_spp,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,guild,obligate,TRUE,7.38,6.5642,5,5,,,2.4563,1.9104,,,,,,
md_1108,ECUBV53L,mean_diff,1184,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,ring_necked_pheasant,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,6.2756,3.8224,5,5,,,2.1833,1.9104,,,,,,
md_1109,ZXCUY5K9,mean_diff,1185,mean_difference,categorical,species_richness,shannon diversity,,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),all_species,1,apples,0,,Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval,prescribed_fire,Duquette et al. 2022,great_plains,aggregate,,TRUE,1.4998,1.5192,4,4,,,,,1.4191,1.4392,1.5691,1.5992000000000002,,
md_1110,ZXCUY5K9,mean_diff,1186,mean_difference,categorical,species_richness,shannon diversity,,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),all_species,1,apples,0,,Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval,prescribed_fire,Duquette et al. 2022,great_plains,aggregate,,TRUE,1.5697,1.5192,4,4,,,,,1.4896,1.4392,1.6498000000000002,1.5992000000000002,,
md_1111,ZXCUY5K9,mean_diff,1187,mean_difference,categorical,species_richness,shannon diversity,,,,,modified twice-over rest rotation,season long grazing,all_species,1,apples,0,,Traced from plot; treatment: variably stocked paddocks,rotational_grazing,Duquette et al. 2022,great_plains,aggregate,,TRUE,1.35,1.5192,4,4,,,,,1.2611,1.4392,1.4392,1.5992000000000002,,
md_1112,ZXCUY5K9,mean_diff,1188,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),bobolink,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.8394,0.8002,4,4,,,,,0.6173000000000001,0.5882000000000001,1.1407,1.1004,,
md_1113,ZXCUY5K9,mean_diff,1189,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),bobolink,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.488,0.8002,4,4,,,,,0.3474,0.5882000000000001,0.6878,1.1004,,
md_1114,ZXCUY5K9,mean_diff,1190,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,bobolink,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.7995,0.8002,4,4,,,,,0.5674,0.5882000000000001,1.1109,1.1004,,
md_1115,ZXCUY5K9,mean_diff,1191,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),chestnut_collared_longspur,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.5098,0.1495,4,4,,,,,0.36030000000000006,0.08909999999999998,0.6986,0.2396,,
md_1116,ZXCUY5K9,mean_diff,1192,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),chestnut_collared_longspur,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.2997,0.1495,4,4,,,,,0.2,0.08909999999999998,0.4291,0.2396,,
md_1117,ZXCUY5K9,mean_diff,1193,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,chestnut_collared_longspur,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.666,0.1495,4,4,,,,,0.6363000000000001,0.08909999999999998,0.7350000000000001,0.2396,,
md_1118,ZXCUY5K9,mean_diff,1194,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),clay_colored_sparrow,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,facultative,TRUE,1.4132,2.543,4,4,,,,,1.0906,2.0269000000000004,1.8058,3.1935,,
md_1119,ZXCUY5K9,mean_diff,1195,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),clay_colored_sparrow,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,facultative,TRUE,1.1114,2.543,4,4,,,,,0.8533,2.0269000000000004,1.4394,3.1935,,
md_1120,ZXCUY5K9,mean_diff,1196,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,clay_colored_sparrow,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,facultative,TRUE,3.7343,2.543,4,4,,,,,2.9868,2.0269000000000004,4.6646,3.1935,,
md_1121,ZXCUY5K9,mean_diff,1197,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),grasshopper_sparrow,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,1.459,1.3504,4,4,,,,,1.1986,1.1117,1.779,1.6571,,
md_1122,ZXCUY5K9,mean_diff,1198,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),grasshopper_sparrow,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,1.3139,1.3504,4,4,,,,,1.0752000000000002,1.1117,1.6035,1.6571,,
md_1123,ZXCUY5K9,mean_diff,1199,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,grasshopper_sparrow,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.7429,1.3504,4,4,,,,,0.5734,1.1117,0.9599,1.6571,,
md_1124,ZXCUY5K9,mean_diff,1200,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),savannah_sparrow,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.8375,0.7473,4,4,,,,,0.6273,0.5586,1.1153,0.9961,,
md_1125,ZXCUY5K9,mean_diff,1201,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),savannah_sparrow,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.6394,0.7473,4,4,,,,,0.4695,0.5586,0.8664999999999999,0.9961,,
md_1126,ZXCUY5K9,mean_diff,1202,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,savannah_sparrow,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.8394,0.7473,4,4,,,,,0.6198,0.5586,1.1379,0.9961,,
md_1127,ZXCUY5K9,mean_diff,1203,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season patch-burning,season long grazing (no fire),western_meadowlark,1,apples,0,,"Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,2.6681,2.7893,4,4,,,,,1.3466,1.4085,5.2803,5.5372,,
md_1128,ZXCUY5K9,mean_diff,1204,mean_difference,categorical,abundance,density (individuals/ha),,,,,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),western_meadowlark,1,apples,0,,"Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval; Error type is not given, but assumed to be confidence intervals",prescribed_fire,Duquette et al. 2022,great_plains,species,obligate,TRUE,2.9795,2.7893,4,4,,,,,1.5064999999999995,1.4085,5.8565,5.5372,,
md_1129,ZXCUY5K9,mean_diff,1205,mean_difference,categorical,abundance,density (individuals/ha),,,,,modified twice-over rest rotation,season long grazing,western_meadowlark,1,apples,0,,"Traced from plot; treatment: variably stocked paddocks; Error type is not given, but assumed to be confidence intervals",rotational_grazing,Duquette et al. 2022,great_plains,species,obligate,TRUE,0.9988,2.7893,4,4,,,,,0.4678,1.4085,2.0616,5.5372,,
md_1130,AGDXXJXK,mean_diff,1206,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,grasshopper_sparrow,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,obligate,TRUE,0.9466,1.6972,6,6,,,0.2469,0.2768,,,,,,
md_1131,AGDXXJXK,mean_diff,1207,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,dickcissel,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,obligate,TRUE,0.7974,0.5106,6,6,,,0.2444,0.2619,,,,,,
md_1132,AGDXXJXK,mean_diff,1208,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,eastern_meadowlark,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,obligate,TRUE,0.4538,0.511,6,6,,,0.1198,0.1222,,,,,,
md_1133,AGDXXJXK,mean_diff,1209,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,brown_headed_cowbird,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.0552,0.1199,6,6,,,0.02,0.0798,,,,,,
md_1134,AGDXXJXK,mean_diff,1210,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,killdeer,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.0108,0.0879,6,6,,,0.0099865,0.0424,,,,,,
md_1135,AGDXXJXK,mean_diff,1211,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,common_nighthawk,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.0312,0.0684,6,6,,,0.0175,0.0574,,,,,,
md_1136,AGDXXJXK,mean_diff,1212,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,mourning_dove,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.0765,0.0789,6,6,,,0.0524,0.0474,,,,,,
md_1137,AGDXXJXK,mean_diff,1213,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,northern_bobwhite,1,apples,1,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.0594,0.0019289,6,6,,,0.0274,3.817e-6,,,,,,
md_1138,AGDXXJXK,mean_diff,1214,mean_difference,categorical,abundance,density (birds/ha),,,,,Native mixed grass prairie,Old world bluestem monoculture,lark_sparrow,1,apples,0,,Traced from plot,plant_nwsg,George et al. 2013,great_plains,species,facultative,TRUE,0.1123,0.0224,6,6,,,0.0848,0.0175,,,,,,
md_1139,5LF5W5A9,mean_diff,1215,mean_difference,categorical,abundance,nest density (nests/ha),,,,,Sites burned that year or the previous year,Unburned sites,dickcissel,1,apples,0,,Traced from plot; Sample size is sites and years,prescribed_fire,Glass and Eichholz 2023,other,species,obligate,TRUE,1.3164,0.2374,3,37,,,,,0.8240000000000001,0.0758,1.8088,0.399,,
md_1140,5LF5W5A9,mean_diff,1216,mean_difference,categorical,abundance,nest density (nests/ha),,,,,Distance to edge (0 - 20 m),Distance to edge (>40 m),field_sparrow,1,apples,0,,Traced from plot; Sample size is number of sites,edge_and_shrub_habitat,Glass and Eichholz 2023,other,species,facultative,TRUE,1.1499,0.5672,10,10,,,,,0.8489,0.22850000000000004,1.4509,0.9059,,
md_1141,5LF5W5A9,mean_diff,1217,mean_difference,categorical,abundance,nest density (nests/ha),,,,,Distance to edge (0 - 20 m),Distance to edge (>40 m),dickcissel,1,apples,0,,Traced from plot; Sample size is number of sites,edge_and_shrub_habitat,Glass and Eichholz 2023,other,species,obligate,TRUE,0.2657,0.3184,10,10,,,,,0.03849999999999998,0.09840000000000002,0.4929,0.5384,,
md_1142,5LF5W5A9,mean_diff,1218,mean_difference,categorical,abundance,nest density (nests/ha),,,,,Distance to edge (0 - 20 m),Distance to edge (>40 m),common_yellowthroat,1,apples,0,,Traced from plot; Sample size is number of sites,edge_and_shrub_habitat,Glass and Eichholz 2023,other,species,facultative,TRUE,0.2875,0.236,10,10,,,,,0.05739999999999998,0.06969999999999998,0.5176,0.4023,,
md_1143,FFFPKYB5,mean_diff,1219,mean_difference,categorical,nest_success,daily nest predation rate,daily_survival,,,,Distance to woodland edge (<= 50 m),Distance to woodland edge (>100 m),dickcissel,-1,apples,0,,Traced from plot; Error is assumed to be standard error; Sample size is exposure days,edge_and_shrub_habitat,Jensen and Finck 2004,great_plains,species,obligate,TRUE,0.1621,0.0737,37,476,,,0.061,0.0118,,,,,,
md_1144,FFFPKYB5,mean_diff,1220,mean_difference,categorical,abundance,nest density (nests/ha),,,,,Distance to woodland edge (<= 50 m),Distance to woodland edge (>100 m),dickcissel,1,apples,0,,Traced from plot; Error is assumed to be standard error,edge_and_shrub_habitat,Jensen and Finck 2004,great_plains,species,obligate,TRUE,0.0399,0.1475,7,7,,,0.0154,0.0515,,,,,,
md_1145,H9PA8BNU,mean_diff,1221,mean_difference,categorical,nest_success,mayfield daily nest survival rate,daily_survival,,,,Organic farms (2005),Conventional farms (2005),northern_lapwing,1,apples,0,,Traced from plot,eliminate_pesticides,Kragten and de Snoo 2007,europe,species,obligate,TRUE,0.9605,0.976,80,45,,,0.0062167,0.0060227,,,,,,
md_1146,H9PA8BNU,mean_diff,1222,mean_difference,categorical,nest_success,mayfield daily nest survival rate,daily_survival,,,,Organic farms (2006),Conventional farms (2006),northern_lapwing,1,apples,0,,Traced from plot,eliminate_pesticides,Kragten and de Snoo 2007,europe,species,obligate,TRUE,0.9557,0.9585,71,46,,,0.0066052,0.0079645,,,,,,
