key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Abundance,chipping_sparrow,standard_error,0.043,12,NA,0.022,NA,NA,0,12,NA,0,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Abundance,song_sparrow,standard_error,0.966,12,NA,0.2,NA,NA,0.153,12,NA,0.092,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),yellow_billed_cuckoo,standard_error,0,12,NA,0,NA,NA,0.03,12,NA,0.03,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),ruby_throated_hummingbird,standard_error,0.22,12,NA,0.09,NA,NA,0.05,12,NA,0.05,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),northern_flicker,standard_error,0.05,12,NA,0.05,NA,NA,0,12,NA,0,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),american_crow,standard_error,0.37,12,NA,0.27,NA,NA,0.03,12,NA,0.03,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),american_goldfinch,standard_error,0.07,12,NA,0.07,NA,NA,0,12,NA,0,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),dark_eyed_junco,standard_error,0.04,12,NA,0.04,NA,NA,0,12,NA,0,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),indigo_bunting,standard_error,0.53,12,NA,0.23,NA,NA,0.04,12,NA,0.04,NA,NA,NA
ZDBASF6Z,Greenberg and Drew Lanham 2001,edge_and_shrub_habitat,abundance,Small incomplete gaps,Closed canopy forest,density (birds/ha),eastern_towhee,standard_error,0.44,12,NA,0.34,NA,NA,0,12,NA,0,NA,NA,NA
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,american_goldfinch,standard_error,0.22,36,NA,0.55,NA,NA,0.11,36,NA,0.47,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,american_robin,standard_error,0.5,104,NA,0.71,NA,NA,0.5,104,NA,0.79,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,bank_swallow,standard_error,0.17,16,NA,0.51,NA,NA,0,16,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,black_billed_magpie,standard_error,0.11,16,NA,0.32,NA,NA,0,16,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,brown_headed_cowbird,standard_error,0.67,72,NA,1.08,NA,NA,0.17,72,NA,0.51,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,bullocks_oriole,standard_error,0.5,48,NA,1.04,NA,NA,0.06,48,NA,0.24,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,clay_colored_sparrow,standard_error,0.06,16,NA,0.24,NA,NA,0.06,16,NA,0.24,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,chipping_sparrow,standard_error,1.22,200,NA,0.73,NA,NA,0.94,200,NA,1.16,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,eastern_kingbird,standard_error,0,8,NA,0,NA,NA,0.11,8,NA,0.47,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,gray_partridge,standard_error,0.06,8,NA,0.24,NA,NA,0,8,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,grasshopper_sparrow,standard_error,0,8,NA,0,NA,NA,0.06,8,NA,0.24,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,house_finch,standard_error,1.17,32,NA,2.98,NA,NA,0,32,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,house_wren,standard_error,0.11,16,NA,0.32,NA,NA,0,16,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,lark_sparrow,standard_error,0.61,112,NA,0.61,NA,NA,0.22,112,NA,0.43,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,lazuli_bunting,standard_error,0.89,112,NA,0.96,NA,NA,0.39,112,NA,0.78,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,mountain_bluebird,standard_error,0,24,NA,0,NA,NA,0.22,24,NA,0.55,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,mourning_dove,standard_error,0.06,8,NA,0.24,NA,NA,0,8,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,northern_flicker,standard_error,0,24,NA,0,NA,NA,0.17,24,NA,0.38,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,says_phoebe,standard_error,0.28,56,NA,0.46,NA,NA,0.11,56,NA,0.32,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,savannah_sparrow,standard_error,0.11,8,NA,0.47,NA,NA,0,8,NA,0,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,tree_swallow,standard_error,0.28,24,NA,0.83,NA,NA,0.06,24,NA,0.24,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,vesper_sparrow,standard_error,0.28,152,NA,0.46,NA,NA,1.06,152,NA,0.87,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,white_crowned_sparrow,standard_error,1.11,48,NA,3.6,NA,NA,0.83,48,NA,2.64,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,western_kingbird,standard_error,0.28,48,NA,0.46,NA,NA,0.06,48,NA,0.24,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,western_meadowlark,standard_error,0.39,104,NA,0.78,NA,NA,0.78,104,NA,1.06,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
WGSP9SQJ,Knight et al. 2016,edge_and_shrub_habitat,abundance,Edge,Interior,abundance,yellow_rumped_warbler,standard_error,0.17,40,NA,0.38,NA,NA,0.28,40,NA,0.83,NA,NA,Edge is defined as plots adjacent to agriculture (orchards or vineyards)
EF9SGNSA,Patten et al. 2006,edge_and_shrub_habitat,nest_success,Distance to woody vegetation <= 21 m,Distance to woody vegetation > 21 m,Brood parasitism rate,dickcissel,standard_error,29.06,203,NA,3.19,NA,NA,8.89,45,NA,4.24,NA,NA,NA
EF9SGNSA,Patten et al. 2006,prescribed_fire,nest_success,Burned,Unburned,Brood parasitism rate,eastern_meadowlark,standard_error,7.54,252,NA,1.66,NA,NA,2.99,234,NA,1.11,NA,NA,NA
EF9SGNSA,Patten et al. 2006,prescribed_fire,nest_success,Burned,Unburned,Brood parasitism rate,red_winged_blackbird,standard_error,27.27,11,NA,13.43,NA,NA,2.6,77,NA,1.81,NA,NA,NA
NMR6JN8N,Suarez et al. 1997,edge_and_shrub_habitat,nest_success,Gradual edge,Abrupt edge,Daily percent predation rate (Dutch Creek),indigo_bunting,standard_deviation,4.2,601.5,0.8,NA,NA,NA,7.7,207.5,1.8,NA,NA,NA,NA
NMR6JN8N,Suarez et al. 1997,edge_and_shrub_habitat,nest_success,Gradual edge,Abrupt edge,Daily percent predation rate (Trail of Tears),indigo_bunting,standard_deviation,3.6,250.5,1.2,NA,NA,NA,6.6,30.5,4.5,NA,NA,NA,NA
NMR6JN8N,Suarez et al. 1997,edge_and_shrub_habitat,nest_success,Gradual edge,Abrupt edge,Daily percent predation rate (Pine Hills),indigo_bunting,standard_deviation,2.2,226,1,NA,NA,NA,8.1,37,4.5,NA,NA,NA,NA
NMR6JN8N,Suarez et al. 1997,edge_and_shrub_habitat,nest_success,Gradual edge,Abrupt edge,Daily percent predation rate (S. Ripple Hollow),indigo_bunting,standard_deviation,3.6,84,2,NA,NA,NA,2.5,40,2.5,NA,NA,NA,NA
NMR6JN8N,Suarez et al. 1997,edge_and_shrub_habitat,nest_success,Gradual edge,Abrupt edge,Daily percent predation rate (Section II),indigo_bunting,standard_deviation,4.3,47,3,NA,NA,NA,18.2,6,15.8,NA,NA,NA,NA
TY9UGHCS,Valentine et al. 2019,edge_and_shrub_habitat,abundance,Edge,Interior,abundance (birds/point),american_crow,standard_deviation,0.25,2,0.53,NA,NA,NA,0.04,2,0.2,NA,NA,NA,NA
TY9UGHCS,Valentine et al. 2019,edge_and_shrub_habitat,abundance,Edge,Interior,abundance (birds/point),common_grackle,standard_deviation,0,2,0,NA,NA,NA,0.04,2,0.2,NA,NA,NA,NA
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),lark_bunting,standard_error,23.4633,3,NA,6.7395,NA,NA,76.2559,6,NA,5.6162,NA,NA,Traced from plot
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),horned_lark,standard_error,27.3795,3,NA,1.9931,NA,NA,31.49,6,NA,1.6042,NA,NA,Traced from plot
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),western_meadowlark,standard_error,3.8542,3,NA,1.56,NA,NA,10.6659,6,NA,1.3252,NA,NA,Traced from plot
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),mccowns_longspur,standard_error,21.9008,3,NA,11.955,NA,NA,8.4561,6,NA,4.0725,NA,NA,Traced from plot; upper and lower error bars were not symmetrical for treatment
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),grasshopper_sparrow,standard_error,0,3,NA,0,NA,NA,6.5079,6,NA,1.4796,NA,NA,Traced from plot
GS4TG5A4,Augustine and Derner 2015,prescribed_fire,abundance,Recently burned patches,Unburned patches,density (birds/km^2),mountain_plover,standard_error,6.4704,3,NA,0.7666,NA,NA,0,6,NA,0,NA,NA,Traced from plot
W9HAEBRV,Batáry et al. 2007,grazing_intensity,abundance,Extensively grazed pastures,Intensively grazed pastures,Number of territories,grassland_species,standard_error,19.4113,21,NA,6.9606,NA,NA,10.1848,21,NA,3.4806,NA,NA,"Traced from plot; extensive and intensive represent low and high grazing pressure, respectively"
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,abundance,organic (2003),conventionional (2003),abundance,all_species,standard_error,43.5737,5,NA,3.2073,NA,NA,14.3705,5,NA,2.9112,NA,NA,Traced from plot
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,abundance,organic (2004),conventionional (2004),abundance,all_species,standard_error,49.0177,5,NA,4.1941,NA,NA,18.6303,5,NA,3.75,NA,NA,Traced from plot
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,abundance,organic (2005),conventionional (2005),abundance,all_species,standard_error,45.2842,5,NA,4.8848,NA,NA,15.3408,5,NA,2.3684,NA,NA,Traced from plot
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,species_richness,organic (2003),conventionional (2003),species_richness,all_species,standard_error,23.2625,5,NA,1.1826,NA,NA,9.3184,5,NA,1.138,NA,NA,Traced from plot
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,species_richness,organic (2004),conventionional (2004),species_richness,all_species,standard_error,24.8281,5,NA,1.1602,NA,NA,10.1477,5,NA,1.1602,NA,NA,Traced from plot
FE9EGUNZ,Bouvier et al. 2011,eliminate_pesticides,species_richness,organic (2005),conventionional (2005),species_richness,all_species,standard_error,22.7344,5,NA,1.1602,NA,NA,8.768,5,NA,1.138,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,daily survival rate,red_winged_blackbird,standard_error,0.9435,14,NA,0.009993,NA,NA,0.9775,18,NA,0.019,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,daily survival rate,field_sparrow,standard_error,0.9455,56,NA,0.0111,NA,NA,0.954,41,NA,0.028,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,daily survival rate,indigo_bunting,standard_error,0.9327,8,NA,0.0099937,NA,NA,0.9231,13,NA,0.024,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Patch-burn grazed,Pre-treatment,daily survival rate,field_sparrow,standard_error,0.9239,84,NA,0.0202,NA,NA,0.954,41,NA,0.028,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Patch-burn grazed,Pre-treatment,daily survival rate,indigo_bunting,standard_error,0.9327,23,NA,0.0079947,NA,NA,0.9231,13,NA,0.024,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,Percent nest_success,red_winged_blackbird,standard_error,27.7012,14,NA,4.5762,NA,NA,60.5786,18,NA,5.3215,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,Percent nest_success,field_sparrow,standard_error,42.9747,56,NA,5.7466,NA,NA,49.0299,41,NA,5.4275,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Rotational grazing,Pre-treatment,Percent nest_success,indigo_bunting,standard_error,26.4236,8,NA,6.1722,NA,NA,21.7283,13,NA,4.8936,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Patch-burn grazed,Pre-treatment,Percent nest_success,field_sparrow,standard_error,30.3206,84,NA,7.3432,NA,NA,49.0299,41,NA,5.4275,NA,NA,Traced from plot
QX25INTP,Buckley et al. 2022,summer_pasture_stockpiling,nest_success,Patch-burn grazed,Pre-treatment,Percent nest_success,indigo_bunting,standard_error,26.3288,23,NA,9.0462,NA,NA,21.7283,13,NA,4.8936,NA,NA,Traced from plot
2WJYSYDE,Cassidy and Kleppel 2017,summer_pasture_stockpiling,abundance,Holistic resource managment,Continuous grazing,abundance,grassland_obligates,standard_error,2.1172,13,NA,0.3997,NA,NA,0.4183,4,NA,0.3997,NA,NA,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density"
2WJYSYDE,Cassidy and Kleppel 2017,summer_pasture_stockpiling,abundance,Holistic resource managment,Continuous grazing,abundance,savannah_sparrow,standard_error,1.1444,13,NA,0.2404,NA,NA,0.1636,4,NA,0.1543,NA,NA,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density"
2WJYSYDE,Cassidy and Kleppel 2017,summer_pasture_stockpiling,abundance,Holistic resource managment,Continuous grazing,abundance,bobolink,standard_error,0.9003,13,NA,0.3445,NA,NA,0.2533,4,NA,0.2404,NA,NA,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density"
2WJYSYDE,Cassidy and Kleppel 2017,summer_pasture_stockpiling,abundance,Holistic resource managment,Continuous grazing,abundance,eastern_meadowlark,standard_error,0.0685,13,NA,0.0689,NA,NA,0,4,NA,0,NA,NA,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density"
2WJYSYDE,Cassidy and Kleppel 2017,summer_pasture_stockpiling,abundance,Holistic resource managment,Continuous grazing,abundance,killdeer,standard_error,0,13,NA,0,NA,NA,0.2511,4,NA,0.1295,NA,NA,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density"
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),dickcissel,standard_error,198.6758,5,NA,28.3834,NA,NA,135.9061,5,NA,28.111,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),grasshopper_sparrow,standard_error,40.7762,5,NA,18.0128,NA,NA,62.3401,5,NA,11.1896,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),common_yellowthroat,standard_error,27.6634,5,NA,7.6416,NA,NA,0,5,NA,0,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),bobolink,standard_error,0,5,NA,0,NA,NA,25.7435,5,NA,8.7332,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),brown_headed_cowbird,standard_error,24.0903,5,NA,7.0958,NA,NA,31.1895,5,NA,7.0959,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),red_winged_blackbird,standard_error,19.4383,5,NA,7.6416,NA,NA,34.1796,5,NA,14.1915,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),sedge_wren,standard_error,20.7906,5,NA,5.7311,NA,NA,7.1473,5,NA,3.8208,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),mourning_dove,standard_error,7.9506,5,NA,1.9104,NA,NA,8.2266,5,NA,3.5479,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),northern_bobwhite,standard_error,9.3031,5,NA,6.823,NA,NA,7.1227,5,NA,3.0021,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),meadowlark_spp,standard_error,7.38,5,NA,2.4563,NA,NA,6.5642,5,NA,1.9104,NA,NA,Traced from plot
ECUBV53L,Delisle and Savidge 1997,plant_nwsg,abundance,CP2 (NWSG) fields,CP1 (CSG) fields,abundance (individuals/100 ha),ring_necked_pheasant,standard_error,6.2756,5,NA,2.1833,NA,NA,3.8224,5,NA,1.9104,NA,NA,Traced from plot
ZXCUY5K9,Duquette et al. 2022,prescribed_fire; manage_in_patches,species_richness,season-long grazing with dormant season patch-burning,season long grazing (no fire),shannon diversity,all_species,confidence_intervals,1.4998,4,NA,NA,1.4191,1.5691,1.5192,4,NA,NA,1.4392,1.5992,Traced from plot; treatment: one-fourth pasture burned late April–early May at a 4-year return interval
ZXCUY5K9,Duquette et al. 2022,prescribed_fire; manage_in_patches,species_richness,season-long grazing with dormant season and growing season patch-burning at a 4-year return interval,season long grazing (no fire),shannon diversity,all_species,confidence_intervals,1.5697,4,NA,NA,1.4896,1.6498,1.5192,4,NA,NA,1.4392,1.5992,Traced from plot; treatment: one-eighth pasture burned late April–early May and one-eighth pasture burned late August–late September at a 4-year return interval
ZXCUY5K9,Duquette et al. 2022,summer_pasture_stockpiling,species_richness,modified twice-over rest rotation,season long grazing,shannon diversity,all_species,confidence_intervals,1.35,4,NA,NA,1.2611,1.4392,1.5192,4,NA,NA,1.4392,1.5992,Traced from plot; treatment: variably stocked paddocks
